           ï»¿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;83196;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;417129;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;4559;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;10027;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;234840;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;1390408;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;247010;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;2524476;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;18838;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;590949;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;451165;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;533710;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;158791;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;61259;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;182639;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;69024;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;118931;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;187514;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;594316;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;213840;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;205993;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;86215;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;66578;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;40537;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;30149;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;48271;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2005;Tahun;10569312;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;655811;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;248971;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;597294;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;107954;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;147917;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;438666;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;80371;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;391846;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;3181;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;0;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;232949;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;1357125;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;236726;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;2519030;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;22872;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;576586;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;426033;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;522929;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;156569;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;55599;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;173648;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;60784;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;98741;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;197692;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;627981;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;208740;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;201678;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;0;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;76864;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;34034;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;0;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;74298;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2004;Tahun;10532889;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;701777;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;248673;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;583850;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;112861;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;145845;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;419937;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;77953;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;387350;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;15407;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;0;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;223818;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;1345153;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;224247;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;2516777;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;9936;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;539781;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;419569;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;512999;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;148303;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;42095;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;166469;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;56145;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;124262;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;194099;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;737538;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;208227;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;174460;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;0;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;62727;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;33781;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;0;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;70089;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2003;Tahun;10504128;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;701356;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;248375;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;546864;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;109249;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;142550;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;419000;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;76839;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;380697;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;4663;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;0;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;189518;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;1337758;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;217186;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;3312015;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;9467;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;523870;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;403666;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;502589;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;157040;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;40055;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;153147;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;56187;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;134396;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;231997;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;751277;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;300451;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;163747;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;0;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;60636;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;46449;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;0;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;76581;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2002;Tahun;11297625;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;699956;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;248078;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;501356;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;107646;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;138398;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;415743;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;76686;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;373534;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;4157;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;0;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;189518;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;1331103;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;211889;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;3312015;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;9236;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;521264;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;395751;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;495051;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;144538;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;39544;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;146763;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;53511;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;132514;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;231489;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;722452;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;300451;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;159334;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;0;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;59387;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;44091;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;0;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;72246;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2001;Tahun;11137701;INDONESIA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;668489;ACEH
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;247781;"SUMATERA UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;429336;"SUMATERA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;144678;RIAU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;142054;JAMBI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;420617;"SUMATERA SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;79180;BENGKULU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;375115;LAMPUNG
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"KEP. BANGKA BELITUNG"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"KEP. RIAU"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"DKI JAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;174697;"JAWA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;1317341;"JAWA TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;206714;"DI YOGYAKARTA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;3312015;"JAWA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;BANTEN
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;529074;BALI
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;376526;"NUSA TENGGARA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;485329;"NUSA TENGGARA TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;151598;"KALIMANTAN BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;45326;"KALIMANTAN TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;143416;"KALIMANTAN SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;50773;"KALIMANTAN TIMUR"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"KALIMANTAN UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;276524;"SULAWESI UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;234444;"SULAWESI TENGAH"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;718139;"SULAWESI SELATAN"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;300451;"SULAWESI TENGGARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;GORONTALO
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"SULAWESI BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;97938;MALUKU
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"MALUKU UTARA"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;0;"PAPUA BARAT"
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;80462;PAPUA
"Populasi Sapi Potong menurut Provinsi";"Tidak Ada";2000;Tahun;11008017;INDONESIA
