"REF_DATE","GEO","DGUID","Livestock","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Sheep, 1 year or older","At July 1","Head","148","thousands","3","v61976","1.2.2","543.0","","","","1"
"2021","Canada","2016A000011124","Sheep, 1 year or older","At July 1","Head","148","thousands","3","v61976","1.2.2","547.2","","","","1"
"2022","Canada","2016A000011124","Sheep, 1 year or older","At July 1","Head","148","thousands","3","v61976","1.2.2","549.1","","","","1"
"2023","Canada","2016A000011124","Sheep, 1 year or older","At July 1","Head","148","thousands","3","v61976","1.2.2","536.7","","","","1"
"1940","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","464.5","","","","1"
"1941","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","484.3","","","","1"
"1942","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","537.5","","","","1"
"1943","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","577.2","","","","1"
"1944","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","564.9","","","","1"
"1945","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","472.6","","","","1"
"1946","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","452.1","","","","1"
"1947","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","357.1","","","","1"
"1948","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","266.3","","","","1"
"1949","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","274.1","","","","1"
"1950","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","232.7","","","","1"
"1951","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","301.8","","","","1"
"1952","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","300.3","","","","1"
"1953","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","281.5","","","","1"
"1954","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","311.0","","","","1"
"1955","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","304.5","","","","1"
"1956","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","275.0","","","","1"
"1957","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","304.3","","","","1"
"1958","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","297.1","","","","1"
"1959","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","281.9","","","","1"
"1960","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","294.6","","","","1"
"1961","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","258.0","","","","1"
"1962","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","253.6","","","","1"
"1963","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","240.0","","","","1"
"1964","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","228.5","","","","1"
"1965","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","228.7","","","","1"
"1966","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","210.2","","","","1"
"1967","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","187.5","","","","1"
"1968","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","165.4","","","","1"
"1969","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","148.8","","","","1"
"1970","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","154.5","","","","1"
"1971","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","165.9","","","","1"
"1972","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","149.1","","","","1"
"1973","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","","x","","","1"
"1974","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","139.0","","","","1"
"1975","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","134.0","","","","1"
"1976","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","113.2","","","","1"
"1977","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","103.4","","","","1"
"1978","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","95.2","","","","1"
"1979","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","110.3","","","","1"
"1980","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","137.0","","","","1"
"1981","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","147.1","","","","1"
"1982","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","156.3","","","","1"
"1983","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","161.2","","","","1"
"1984","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","157.5","","","","1"
"1985","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","143.0","","","","1"
"1986","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","136.5","","","","1"
"1987","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","133.2","","","","1"
"1988","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","156.5","","","","1"
"1989","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","175.8","","","","1"
"1990","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","185.0","","","","1"
"1991","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","199.8","","","","1"
"1992","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","183.4","","","","1"
"1993","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","163.7","","","","1"
"1994","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","173.0","","","","1"
"1995","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","176.2","","","","1"
"1996","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","186.6","","","","1"
"1997","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","180.4","","","","1"
"1998","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","197.2","","","","1"
"1999","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","226.9","","","","1"
"2000","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","250.5","","","","1"
"2001","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","342.1","","","","1"
"2002","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","349.2","","","","1"
"2003","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","334.0","","","","1"
"2004","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","353.5","","","","1"
"2005","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","344.8","","","","1"
"2006","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","304.9","","","","1"
"2007","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","298.1","","","","1"
"2008","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","278.8","","","","1"
"2009","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","277.5","","","","1"
"2010","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","288.9","","","","1"
"2011","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","296.4","","","","1"
"2012","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","303.5","","","","1"
"2013","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","316.5","","","","1"
"2014","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","295.6","","","","1"
"2015","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","275.0","","","","1"
"2016","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","273.8","","","","1"
"2017","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","278.8","","","","1"
"2018","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","292.9","","","","1"
"2019","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","295.1","","","","1"
"2020","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","284.9","","","","1"
"2021","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","289.1","","","","1"
"2022","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","298.8","","","","1"
"2023","Canada","2016A000011124","Lambs, under 1 year","At January 1","Head","148","thousands","3","v62056","1.5.1","325.7","","","","1"
"1906","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1149.5","","","","1"
"1907","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1060.7","","","","1"
"1908","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1075.5","","","","1"
"1909","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1051.7","","","","1"
"1910","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1015.0","","","","1"
"1911","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","984.0","","","","1"
"1912","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","982.6","","","","1"
"1913","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1051.7","","","","1"
"1914","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1038.4","","","","1"
"1915","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1058.2","","","","1"
"1916","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1047.7","","","","1"
"1917","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1088.9","","","","1"
"1918","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1185.6","","","","1"
"1919","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1326.5","","","","1"
"1920","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1410.7","","","","1"
"1921","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1424.1","","","","1"
"1922","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1358.9","","","","1"
"1923","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1172.7","","","","1"
"1924","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1142.0","","","","1"
"1925","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1177.1","","","","1"
"1926","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1266.3","","","","1"
"1927","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1317.4","","","","1"
"1928","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1370.2","","","","1"
"1929","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1518.7","","","","1"
"1930","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1553.6","","","","1"
"1931","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1695.3","","","","1"
"1932","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1648.0","","","","1"
"1933","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1474.4","","","","1"
"1934","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1475.1","","","","1"
"1935","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1459.8","","","","1"
"1936","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1416.8","","","","1"
"1937","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1373.3","","","","1"
"1938","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1398.0","","","","1"
"1939","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1343.4","","","","1"
"1940","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1327.4","","","","1"
"1941","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1317.8","","","","1"
"1942","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1390.3","","","","1"
"1943","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1430.3","","","","1"
"1944","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1485.1","","","","1"
"1945","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1404.4","","","","1"
"1946","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1318.7","","","","1"
"1947","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","1155.0","","","","1"
"1948","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","959.9","","","","1"
"1949","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","836.1","","","","1"
"1950","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","762.2","","","","1"
"1951","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","703.0","","","","1"
"1952","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","729.8","","","","1"
"1953","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","764.0","","","","1"
"1954","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","790.6","","","","1"
"1955","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","783.1","","","","1"
"1956","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","779.5","","","","1"
"1957","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","802.0","","","","1"
"1958","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","801.5","","","","1"
"1959","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","784.5","","","","1"
"1960","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","783.0","","","","1"
"1961","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","765.6","","","","1"
"1962","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","721.0","","","","1"
"1963","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","670.0","","","","1"
"1964","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","631.6","","","","1"
"1965","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","558.0","","","","1"
"1966","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","496.5","","","","1"
"1967","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","447.5","","","","1"
"1968","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","392.0","","","","1"
"1969","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","373.7","","","","1"
"1970","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","372.4","","","","1"
"1971","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","396.3","","","","1"
"1972","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","384.9","","","","1"
"1973","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","364.7","","","","1"
"1974","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","344.7","","","","1"
"1975","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","305.7","","","","1"
"1976","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","266.5","","","","1"
"1977","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","257.8","","","","1"
"1978","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","266.1","","","","1"
"1979","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","301.8","","","","1"
"1980","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","341.5","","","","1"
"1981","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","366.7","","","","1"
"1982","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","362.9","","","","1"
"1983","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","361.1","","","","1"
"1984","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","354.6","","","","1"
"1985","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","332.2","","","","1"
"1986","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","325.1","","","","1"
"1987","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","347.1","","","","1"
"1988","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","383.0","","","","1"
"1989","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","390.5","","","","1"
"1990","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","418.4","","","","1"
"1991","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","439.3","","","","1"
"1992","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","419.9","","","","1"
"1993","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","410.9","","","","1"
"1994","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","393.4","","","","1"
"1995","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","398.2","","","","1"
"1996","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","390.5","","","","1"
"1997","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","378.9","","","","1"
"1998","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","408.5","","","","1"
"1999","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","448.9","","","","1"
"2000","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","519.9","","","","1"
"2001","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","596.4","","","","1"
"2002","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","584.7","","","","1"
"2003","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","576.4","","","","1"
"2004","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","606.0","","","","1"
"2005","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","560.4","","","","1"
"2006","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","535.8","","","","1"
"2007","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","518.1","","","","1"
"2008","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","504.2","","","","1"
"2009","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","508.0","","","","1"
"2010","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","512.3","","","","1"
"2011","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","532.7","","","","1"
"2012","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","534.8","","","","1"
"2013","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","532.6","","","","1"
"2014","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","502.5","","","","1"
"2015","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","495.4","","","","1"
"2016","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","501.6","","","","1"
"2017","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","504.4","","","","1"
"2018","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","520.4","","","","1"
"2019","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","507.9","","","","1"
"2020","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","500.1","","","","1"
"2021","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","505.1","","","","1"
"2022","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","521.9","","","","1"
"2023","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","517.8","","","","1"


